,Name,Club,Nationality,Age,Overall,Height,Weight,Position,Preferred Foot,Value,Wage,Acceleration,Finishing,Vision,BallControl,Dribbling,Strength
8699,L. Maciel,Club Atlético Lanús,Argentina,22,67,177.8,176,CDM,Right,975000.0,5000,74.0,38.0,60.0,64.0,59.0,61.0
8700,M. Gibbs-White,Wolverhampton Wanderers,England,18,67,177.8,154,CM,Right,1600000.0,10000,65.0,51.0,67.0,70.0,70.0,54.0
8701,Ibson Melo,Clube Sport Marítimo,Brazil,28,67,177.8,163,LM,Left,775000.0,4000,75.0,61.0,62.0,71.0,74.0,63.0
8702,D. De Silva,Sydney FC,Australia,21,67,170.18,132,CAM,Right,1300000.0,1000,77.0,59.0,64.0,72.0,70.0,67.0
8703,N. Hagglund,Toronto FC,United States,25,67,185.42,192,CB,Right,825000.0,3000,51.0,23.0,51.0,58.0,49.0,77.0
8704,G. Gutiérrez,Junior FC,Colombia,28,67,170.18,165,LB,Left,600000.0,2000,67.0,32.0,43.0,65.0,62.0,66.0
8705,D. Nikolaou,Olympiacos CFP,Greece,19,67,190.5,203,CB,Left,1000000.0,1000,60.0,25.0,26.0,52.0,24.0,74.0
8706,J. Valencia,Piast Gliwice,Ecuador,23,67,165.1,134,RM,Right,1000000.0,3000,86.0,59.0,67.0,67.0,70.0,55.0
8707,K. Nagasawa,Urawa Red Diamonds,Japan,26,67,172.72,150,RCM,Right,800000.0,5000,75.0,64.0,69.0,69.0,65.0,55.0
8708,I. Yagan,KAS Eupen,Armenia,28,67,175.26,163,LM,Left,775000.0,5000,76.0,66.0,64.0,68.0,68.0,62.0
8709,A. Bruce,Wigan Athletic,Northern Ireland,33,67,180.34,179,CB,Right,300000.0,16000,33.0,22.0,31.0,53.0,48.0,73.0
8710,M. Bokadi,Standard de Liège,DR Congo,26,67,185.42,176,CDM,Right,825000.0,5000,51.0,24.0,46.0,62.0,54.0,78.0
8711,Cleylton,Os Belenenses,Brazil,25,67,190.5,198,CB,Right,825000.0,2000,41.0,25.0,32.0,47.0,36.0,91.0
8712,Ilsinho,Philadelphia Union,Brazil,32,67,177.8,187,RM,Right,600000.0,3000,60.0,58.0,62.0,71.0,77.0,71.0
8713,G. Moncini,SPAL,Italy,22,67,182.88,165,ST,Right,1100000.0,5000,72.0,69.0,52.0,65.0,62.0,65.0
8714,M. Jarvis,Norwich City,England,32,67,170.18,159,LM,Right,600000.0,10000,74.0,60.0,65.0,72.0,70.0,47.0
8715,F. Carvalho,Vålerenga Fotball,Uruguay,24,67,187.96,212,LCB,Left,900000.0,2000,68.0,22.0,44.0,50.0,50.0,94.0
8716,Iban Salvador,RC Celta,Equatorial Guinea,22,67,172.72,159,CAM,Left,1100000.0,7000,85.0,63.0,63.0,70.0,72.0,54.0
8717,Ricardo Machado,Al Taawoun,Portugal,29,67,190.5,176,RCB,Right,600000.0,7000,47.0,36.0,36.0,49.0,26.0,86.0
8718,M. Vigorito,Lecce,Italy,28,67,187.96,174,GK,Right,525000.0,1000,43.0,18.0,24.0,29.0,13.0,55.0
8719,S. Gallucci,Unión Española,Argentina,27,67,180.34,157,RDM,Right,750000.0,2000,64.0,45.0,48.0,59.0,49.0,72.0
8720,F. Manzano,CD Palestino,Chile,24,67,172.72,157,CDM,Right,925000.0,3000,67.0,45.0,53.0,62.0,53.0,66.0
8721,B. Sweat,New York City FC,United States,26,67,187.96,174,LB,Left,725000.0,3000,69.0,39.0,68.0,67.0,65.0,68.0
8722,V. Rodić,Hammarby IF,Montenegro,24,67,175.26,163,RM,Right,975000.0,2000,83.0,63.0,64.0,65.0,70.0,57.0
8723,M. El Hankouri,Feyenoord,Morocco,21,67,175.26,154,LW,Right,1100000.0,4000,81.0,53.0,67.0,70.0,72.0,43.0
8724,M. Figueroa,FC Dallas,Honduras,35,67,180.34,187,LB,Left,160000.0,2000,63.0,49.0,55.0,61.0,63.0,76.0
8725,Hicham,Málaga CF,Morocco,20,67,175.26,143,RM,Right,1300000.0,3000,80.0,61.0,61.0,71.0,75.0,41.0
8726,M. Čovilo,FC Lugano,Serbia,32,67,193.04,192,CB,Right,450000.0,3000,50.0,46.0,54.0,64.0,56.0,90.0
8727,G. Hamer,PEC Zwolle,Netherlands,21,67,167.64000000000001,134,RCM,Right,1200000.0,3000,69.0,55.0,69.0,68.0,64.0,66.0
8728,P. Kammerbauer,SC Freiburg,Germany,21,67,175.26,163,CDM,Right,1100000.0,5000,78.0,45.0,67.0,68.0,71.0,64.0
8729,N. Ramos,Atlético Bucaramanga,Colombia,36,67,187.96,183,GK,Left,100000.0,1000,16.0,12.0,36.0,16.0,16.0,30.0
8730,A. Grant,Shrewsbury,England,31,67,180.34,157,CDM,Right,525000.0,4000,66.0,48.0,59.0,64.0,62.0,80.0
8731,M. Gómez,Gimnasia y Esgrima La Plata,Argentina,19,67,170.18,143,LM,Right,1300000.0,3000,82.0,52.0,53.0,66.0,71.0,57.0
8732,Javi Sánchez,Real Madrid,Spain,21,67,187.96,170,CB,Right,1200000.0,24000,55.0,28.0,35.0,61.0,34.0,68.0
8733,L. Brattan,Melbourne City FC,Australia,28,67,175.26,143,CDM,Right,625000.0,4000,65.0,52.0,72.0,67.0,66.0,73.0
8734,H. Jimenez,Columbus Crew SC,United States,29,67,175.26,146,LB,Right,575000.0,3000,70.0,54.0,60.0,65.0,64.0,57.0
8735,V. Vermeij,Heracles Almelo,Netherlands,23,67,195.57999999999998,201,ST,Right,1000000.0,3000,55.0,67.0,63.0,65.0,58.0,83.0
8736,S. Muroya,FC Tokyo,Japan,24,67,175.26,150,RB,Right,825000.0,3000,79.0,57.0,40.0,61.0,54.0,62.0
8737,P. Michorl,LASK Linz,Austria,23,67,175.26,157,LCM,Left,1100000.0,3000,64.0,61.0,64.0,64.0,58.0,67.0
8738,F. N'Goma,Stade Brestois 29,France,25,67,175.26,152,LM,Right,950000.0,3000,80.0,62.0,60.0,64.0,69.0,51.0
8739,M. Lekven,Vålerenga Fotball,Norway,30,67,177.8,159,CM,Right,700000.0,2000,73.0,48.0,71.0,68.0,66.0,70.0
8740,R. Tafazolli,Peterborough United,England,26,67,195.57999999999998,205,LCB,Left,750000.0,4000,60.0,18.0,31.0,54.0,41.0,86.0
8741,F. Telechea,Club Atlético Aldosivi,Argentina,36,67,180.34,174,ST,Right,270000.0,4000,63.0,64.0,66.0,68.0,67.0,73.0
8742,J. Hergault,AC Ajaccio,France,32,67,185.42,176,RB,Right,425000.0,3000,55.0,40.0,69.0,67.0,68.0,70.0
8743,T. Loska,Górnik Zabrze,Poland,22,67,187.96,174,GK,Right,850000.0,2000,36.0,19.0,38.0,24.0,17.0,62.0
8744,L. Geminiani,Patronato,Argentina,27,67,177.8,163,RB,Right,700000.0,5000,73.0,30.0,39.0,61.0,71.0,63.0
8745,G. Arteaga,Santos Laguna,Mexico,19,67,175.26,141,LB,Left,925000.0,3000,67.0,40.0,58.0,62.0,64.0,56.0
8746,C. Del Grosso,Pescara,Italy,35,67,170.18,146,LB,Left,160000.0,1000,76.0,38.0,48.0,66.0,61.0,56.0
8747,D. Srbeny,Norwich City,Germany,24,67,190.5,183,ST,Right,1000000.0,9000,72.0,68.0,64.0,66.0,64.0,78.0
8748,R. Meara,New York Red Bulls,Republic of Ireland,27,67,193.04,185,GK,Right,625000.0,2000,47.0,15.0,13.0,16.0,16.0,54.0
8749,E. Acolatse,Sint-Truidense VV,Netherlands,22,67,180.34,176,LM,Right,1000000.0,4000,81.0,66.0,60.0,66.0,72.0,72.0
8750,M. Garrido,Patronato,Argentina,32,67,170.18,148,LM,Right,600000.0,5000,68.0,60.0,67.0,68.0,64.0,57.0
8751,C. Burke,Kilmarnock,Scotland,34,67,175.26,150,RM,Right,375000.0,3000,75.0,62.0,63.0,65.0,67.0,65.0
8752,B. Vides,Club Atlético Lanús,Argentina,25,67,177.8,161,ST,Right,1000000.0,7000,70.0,66.0,58.0,65.0,63.0,64.0
8753,L. Comas,Patronato,Argentina,23,67,172.72,148,LM,Right,1000000.0,5000,88.0,61.0,62.0,62.0,72.0,34.0
8754,Benito,CF Rayo Majadahonda,Spain,22,67,177.8,163,LM,Left,1100000.0,4000,68.0,63.0,62.0,69.0,71.0,46.0
8755,J. Martinez,CD Huachipato,Chile,21,67,175.26,157,CM,Right,1100000.0,2000,73.0,49.0,65.0,68.0,69.0,61.0
8756,Fali,Gimnàstic de Tarragona,Spain,24,67,185.42,185,CDM,Right,900000.0,3000,58.0,41.0,58.0,60.0,56.0,89.0
8757,Chus Herrero,Albacete BP,Spain,34,67,182.88,165,CB,Right,230000.0,3000,51.0,35.0,38.0,58.0,25.0,77.0
8758,Kim Oh Gyu,Gangwon FC,Korea Republic,29,67,182.88,154,RCB,Right,600000.0,2000,68.0,32.0,65.0,43.0,33.0,81.0
8759,U. Rivas,Santos Laguna,Mexico,22,67,177.8,157,CM,Right,1000000.0,6000,70.0,42.0,60.0,71.0,58.0,59.0
8760,C. Lizarazo,América de Cali,Colombia,27,67,170.18,148,CAM,Left,800000.0,1000,86.0,56.0,65.0,65.0,66.0,53.0
8761,D. Braaten,SK Brann,Norway,36,67,182.88,207,RW,Right,260000.0,2000,63.0,62.0,68.0,71.0,70.0,88.0
8762,Lazo,CD Lugo,Spain,22,67,177.8,152,LM,Left,1100000.0,7000,76.0,54.0,56.0,72.0,75.0,46.0
8763,L. Mago,,Venezuela,23,67,182.88,174,LB,Left,,0,75.0,34.0,39.0,48.0,56.0,73.0
8764,A. Bannink,FC Emmen,Netherlands,28,66,185.42,165,RM,Right,650000.0,3000,59.0,64.0,70.0,67.0,68.0,78.0
8765,S. Wootton,Plymouth Argyle,England,26,66,187.96,172,CB,Right,675000.0,4000,48.0,16.0,35.0,60.0,52.0,71.0
8766,H. Mojica,Atlético Bucaramanga,Colombia,25,66,167.64000000000001,148,CAM,Left,825000.0,1000,88.0,56.0,63.0,60.0,68.0,56.0
8767,T. McNamara,New York City FC,United States,27,66,175.26,170,RCM,Right,675000.0,3000,59.0,63.0,67.0,69.0,68.0,70.0
8768,Kwak Tae Hwi,FC Seoul,Korea Republic,36,66,187.96,187,CB,Right,90000.0,2000,39.0,34.0,37.0,55.0,25.0,84.0
8769,C. Martins Pereira,ESTAC Troyes,Luxembourg,21,66,187.96,159,LDM,Right,1000000.0,10000,51.0,47.0,52.0,66.0,59.0,68.0
8770,O. Bogle,Birmingham City,England,24,66,190.5,176,ST,Left,850000.0,12000,67.0,67.0,53.0,62.0,65.0,75.0
8771,N. Devlin,Walsall,Scotland,24,66,182.88,161,RB,Right,650000.0,2000,86.0,48.0,54.0,60.0,62.0,72.0
8772,M. Marras,Pescara,Italy,24,66,167.64000000000001,139,RW,Left,800000.0,2000,76.0,59.0,65.0,67.0,69.0,31.0
8773,B. Godfrey,Norwich City,England,20,66,182.88,163,CDM,Right,1100000.0,5000,69.0,35.0,58.0,66.0,59.0,80.0
8774,D. de Wit,Ajax,Netherlands,20,66,182.88,165,CM,Right,975000.0,4000,65.0,68.0,65.0,65.0,63.0,70.0
8775,José Carlos,CD Lugo,Spain,22,66,182.88,165,CB,Left,900000.0,2000,46.0,21.0,29.0,66.0,47.0,67.0
8776,M. Sordell,Burton Albion,England,27,66,177.8,179,RM,Right,675000.0,4000,83.0,64.0,59.0,66.0,67.0,74.0
8777,S. Carrasco,LA Galaxy,United States,29,66,180.34,165,CDM,Right,500000.0,3000,47.0,54.0,60.0,68.0,60.0,71.0
8778,M. Gelabert,San Martín de San Juan,Argentina,36,66,175.26,159,CDM,Right,200000.0,3000,47.0,48.0,73.0,74.0,66.0,72.0
8779,H. Watanabe,Vissel Kobe,Japan,30,66,185.42,176,RCB,Right,475000.0,3000,49.0,35.0,33.0,52.0,23.0,81.0
8780,K. Rodrigues Pires,SC Preußen Münster,Portugal,26,66,170.18,137,CDM,Left,750000.0,2000,66.0,61.0,67.0,67.0,70.0,40.0
8781,B. Manuel,Royal Excel Mouscron,Belgium,21,66,165.1,152,RW,Left,950000.0,4000,79.0,55.0,62.0,70.0,71.0,58.0
8782,Álex López,RCD Mallorca,Spain,24,66,187.96,165,ST,Left,875000.0,3000,64.0,61.0,59.0,70.0,64.0,77.0
8783,L. Cabezas,La Equidad,Colombia,32,66,182.88,174,ST,Left,525000.0,1000,62.0,65.0,48.0,63.0,63.0,73.0
8784,A. Bussaglia,Cittadella,Italy,21,66,172.72,152,LW,Right,1000000.0,1000,81.0,61.0,63.0,65.0,70.0,45.0
8785,L. Copete,Deportivo Pasto,Nicaragua,29,66,180.34,190,LCB,Right,500000.0,1000,68.0,34.0,32.0,48.0,45.0,77.0
8786,M. Crimi,Spezia,Italy,28,66,177.8,143,LCM,Right,650000.0,2000,79.0,58.0,62.0,64.0,61.0,66.0
8787,D. Toia,Orlando City SC,United States,26,66,172.72,165,LB,Left,625000.0,2000,76.0,39.0,54.0,62.0,63.0,64.0
8788,D. Bakker,ADO Den Haag,Netherlands,23,66,177.8,154,CDM,Left,700000.0,2000,64.0,49.0,63.0,60.0,66.0,62.0
8789,Lucas,FC Luzern,Brazil,25,66,193.04,196,RCB,Right,700000.0,4000,50.0,23.0,31.0,52.0,25.0,82.0
8790,Neto Borges,Hammarby IF,Brazil,21,66,182.88,187,LB,Left,850000.0,1000,72.0,48.0,66.0,66.0,68.0,73.0
8791,D. Frare,Cittadella,Italy,22,66,187.96,170,CB,Right,825000.0,1000,47.0,37.0,42.0,49.0,48.0,81.0
8792,C. Rivas,Atlético Nacional,Colombia,24,66,172.72,201,ST,Left,925000.0,3000,76.0,61.0,61.0,61.0,64.0,76.0
8793,B. Straalman,De Graafschap,Netherlands,21,66,193.04,163,LCB,Right,750000.0,2000,52.0,23.0,33.0,55.0,52.0,73.0
8794,T. Chalobah,Ipswich Town,England,18,66,190.5,165,LDM,Right,1200000.0,1000,66.0,36.0,51.0,63.0,65.0,72.0
8795,K. Jóźwiak,Lech Poznań,Poland,20,66,175.26,154,LM,Right,1400000.0,2000,86.0,56.0,61.0,64.0,64.0,68.0
8796,U. Bangura,FC Zürich,Sierra Leone,30,66,180.34,165,CB,Right,475000.0,4000,76.0,38.0,68.0,71.0,60.0,69.0
8797,P. Strand,Molde FK,Norway,23,66,175.26,157,LW,Right,875000.0,2000,90.0,56.0,59.0,63.0,66.0,64.0
8798,F. Ahmadzadeh,Śląsk Wrocław,Iran,25,66,175.26,154,RM,Left,775000.0,3000,80.0,67.0,55.0,69.0,65.0,48.0
8799,K. Engel,VfL Osnabrück,Kazakhstan,29,66,177.8,174,LB,Right,475000.0,2000,67.0,30.0,55.0,63.0,55.0,68.0
8800,A. Straith,VfL Sportfreunde Lotte,Canada,27,66,187.96,196,LCB,Right,550000.0,1000,59.0,23.0,51.0,56.0,49.0,83.0
8801,Y. Rivera,América de Cali,Colombia,29,66,172.72,150,LM,Right,625000.0,1000,87.0,67.0,57.0,67.0,68.0,56.0
8802,K. Opseth,FK Bodø/Glimt,Norway,28,66,187.96,198,ST,Left,675000.0,2000,67.0,67.0,49.0,62.0,58.0,83.0
8803,J. Naismith,Peterborough United,Scotland,24,66,187.96,183,RB,Right,750000.0,3000,80.0,45.0,58.0,61.0,62.0,79.0
8804,Evander,FC Midtjylland,Brazil,20,66,177.8,159,CAM,Right,1400000.0,5000,67.0,64.0,67.0,69.0,65.0,53.0
8805,Íñigo López,Extremadura UD,Spain,35,66,185.42,159,LCB,Right,150000.0,2000,29.0,27.0,34.0,55.0,46.0,75.0
8806,E. Correa,Deportes Tolima,Colombia,25,66,182.88,154,ST,Left,825000.0,1000,76.0,63.0,37.0,63.0,66.0,82.0
8807,M. Steinmann,Hamburger SV,Germany,23,66,187.96,174,CDM,Right,775000.0,4000,51.0,42.0,65.0,68.0,59.0,68.0
8808,Y. Toyoda,Sagan Tosu,Japan,33,66,185.42,174,ST,Right,400000.0,2000,34.0,69.0,44.0,60.0,54.0,79.0
8809,E. Atuesta,Los Angeles FC,Colombia,21,66,180.34,157,CM,Right,1400000.0,2000,69.0,55.0,60.0,69.0,64.0,64.0
8810,A. Abeid,AD Alcorcón,Mauritania,20,66,175.26,161,LB,Left,825000.0,4000,76.0,40.0,40.0,62.0,52.0,69.0
8811,P. Barrios,Atlético Tucumán,Argentina,28,66,180.34,181,CB,Right,600000.0,4000,68.0,33.0,53.0,58.0,49.0,69.0
8812,H. Pertuz,Independiente Medellín,Colombia,29,66,182.88,172,RCB,Right,500000.0,1000,52.0,23.0,41.0,50.0,26.0,82.0
8813,F. Strauss,FC Admira Wacker Mödling,Austria,23,66,195.57999999999998,185,CB,Right,725000.0,3000,46.0,26.0,33.0,39.0,24.0,91.0
8814,R. Schwartz,Sarpsborg 08 FF,Denmark,28,66,182.88,176,ST,Right,675000.0,2000,68.0,66.0,45.0,62.0,64.0,73.0
8815,F. Moyano,San Lorenzo de Almagro,Argentina,20,66,170.18,159,RDM,Right,1200000.0,4000,59.0,45.0,59.0,69.0,65.0,63.0
8816,C. Kum,VVV-Venlo,Germany,32,66,182.88,157,RB,Right,350000.0,3000,65.0,32.0,56.0,58.0,58.0,70.0
8817,M. Albertazzi,Livorno,Italy,27,66,185.42,161,LB,Left,525000.0,1000,67.0,21.0,31.0,52.0,50.0,70.0
8818,B. Santalab,Perth Glory,Australia,35,66,172.72,159,ST,Right,300000.0,2000,66.0,72.0,42.0,61.0,62.0,73.0
8819,F. Nordkvelle,Odds BK,Norway,32,66,180.34,174,CM,Right,475000.0,2000,64.0,60.0,65.0,66.0,65.0,71.0
8820,David Haro,GIF Sundsvall,Spain,27,66,167.64000000000001,134,LW,Right,675000.0,2000,82.0,65.0,57.0,68.0,70.0,34.0
8821,Jadson,Portimonense SC,Brazil,26,66,185.42,176,CB,Right,650000.0,3000,70.0,23.0,31.0,46.0,30.0,79.0
8822,João Gabriel,Al Batin,Brazil,29,66,185.42,183,CB,Left,500000.0,5000,54.0,28.0,34.0,57.0,37.0,77.0
8823,J. Villarreal,Orlando City SC,United States,24,66,172.72,176,CF,Left,875000.0,3000,75.0,58.0,65.0,68.0,73.0,53.0
8824,T. Thompson,San Jose Earthquakes,United States,22,66,170.18,143,RM,Right,850000.0,2000,73.0,57.0,59.0,70.0,69.0,49.0
8825,Reinildo,Os Belenenses,Mozambique,24,66,180.34,163,LB,Left,700000.0,2000,77.0,55.0,55.0,68.0,71.0,70.0
8826,Z. Flemming,PEC Zwolle,Netherlands,19,66,182.88,185,CAM,Right,1100000.0,2000,69.0,64.0,60.0,70.0,66.0,75.0
8827,A. Forde,Rotherham United,Republic of Ireland,24,66,180.34,181,RM,Right,825000.0,8000,74.0,59.0,63.0,64.0,66.0,64.0
8828,F. Olinga,Royal Excel Mouscron,Cameroon,22,66,177.8,150,LM,Right,900000.0,3000,79.0,48.0,57.0,71.0,76.0,46.0
8829,Gaspar,UD Almería,Spain,20,66,170.18,137,LM,Left,950000.0,2000,60.0,69.0,65.0,71.0,70.0,36.0
8830,H. Okuno,Vegalta Sendai,Japan,28,66,170.18,148,LCM,Right,650000.0,2000,73.0,65.0,64.0,67.0,68.0,68.0
8831,Y. Takahashi,Sagan Tosu,Japan,33,66,170.18,148,LDM,Right,260000.0,2000,55.0,54.0,59.0,67.0,53.0,57.0
8832,M. Mirić,Sporting Lokeren,Serbia,31,66,193.04,179,RCM,Right,575000.0,5000,53.0,69.0,64.0,61.0,60.0,72.0
8833,K. Vassell,Rotherham United,Northern Ireland,25,66,182.88,172,ST,Right,850000.0,10000,79.0,65.0,44.0,63.0,60.0,82.0
8834,Rafa Páez,FC Sochaux-Montbéliard,Spain,23,66,193.04,176,LCB,Right,725000.0,5000,38.0,10.0,27.0,51.0,31.0,81.0
8835,D. Dianessy,Fortuna Sittard,France,22,66,182.88,161,CAM,Left,900000.0,2000,80.0,67.0,64.0,66.0,70.0,57.0
8836,R. McGree,Melbourne City FC,Australia,19,66,177.8,159,RCM,Left,1100000.0,3000,76.0,63.0,64.0,69.0,70.0,63.0
8837,J. Goossens,ADO Den Haag,Netherlands,29,66,175.26,170,CAM,Left,625000.0,3000,52.0,58.0,68.0,72.0,62.0,57.0
8838,G. Acosta,Querétaro,Mexico,26,66,165.1,141,LM,Left,750000.0,4000,86.0,50.0,60.0,65.0,70.0,56.0
8839,M. Ihiekwe,Accrington Stanley,England,25,66,185.42,179,RCB,Right,650000.0,8000,66.0,28.0,39.0,59.0,47.0,76.0
8840,J. Wildsmith,Sheffield Wednesday,England,22,66,182.88,143,GK,Right,800000.0,5000,40.0,13.0,29.0,26.0,17.0,76.0
8841,R. Burke,Hull City,England,21,66,187.96,179,LCB,Right,925000.0,5000,64.0,27.0,38.0,51.0,54.0,71.0
8842,N. Larsen,FC Nordsjælland,Denmark,27,66,190.5,183,GK,Right,550000.0,3000,39.0,11.0,48.0,19.0,14.0,70.0
8843,A. Al Ghamdi,Al Ittihad,Saudi Arabia,23,66,175.26,154,RM,Left,875000.0,9000,74.0,64.0,62.0,68.0,66.0,73.0
8844,Manu García,Extremadura UD,Spain,27,66,193.04,194,GK,Right,575000.0,2000,35.0,6.0,40.0,18.0,11.0,75.0
8845,J. Keita,Dijon FCO,Guinea,19,66,167.64000000000001,123,LW,Right,1100000.0,3000,91.0,64.0,54.0,66.0,72.0,33.0
8846,D. Adorni,Cittadella,Italy,25,66,182.88,165,LCB,Right,700000.0,1000,66.0,24.0,36.0,49.0,39.0,62.0
8847,C. Gutiérrez,CD Huachipato,Canada,21,66,180.34,154,LB,Left,1000000.0,2000,72.0,37.0,56.0,62.0,64.0,72.0
8848,Ha Chang Rae,Pohang Steelers,Korea Republic,23,66,187.96,183,RCB,Right,750000.0,2000,57.0,23.0,30.0,54.0,39.0,73.0
8849,S. Kiyine,Chievo Verona,Morocco,20,66,182.88,165,CM,Right,1200000.0,4000,69.0,48.0,64.0,68.0,70.0,55.0
8850,E. Eze,SK Sturm Graz,Nigeria,21,66,185.42,176,ST,Right,1100000.0,5000,74.0,66.0,64.0,63.0,64.0,73.0
8851,M. Ødegaard,Tromsø IL,Norway,25,66,185.42,176,RCB,Right,725000.0,2000,64.0,19.0,43.0,51.0,49.0,77.0
8852,V. Ranković,FC Hansa Rostock,Germany,25,66,172.72,161,RB,Right,675000.0,1000,79.0,33.0,52.0,66.0,70.0,49.0
8853,Pedro Chirivella,Liverpool,Spain,21,66,177.8,146,CM,Right,975000.0,17000,63.0,40.0,66.0,67.0,65.0,64.0
8854,A. Al Obaid,Al Nassr,Saudi Arabia,25,66,170.18,141,LB,Left,675000.0,9000,82.0,51.0,51.0,65.0,60.0,66.0
8855,B. Gimber,FC Ingolstadt 04,Germany,21,66,185.42,183,LCB,Left,975000.0,5000,57.0,37.0,50.0,52.0,49.0,77.0
8856,Theo Ryuki,Portimonense SC,Japan,22,66,177.8,161,CAM,Right,900000.0,3000,68.0,58.0,67.0,67.0,66.0,62.0
8857,Miranda,FC Barcelona,Spain,18,66,185.42,168,LB,Left,1200000.0,12000,65.0,33.0,48.0,65.0,62.0,53.0
8858,B. Inman,Rochdale,Australia,26,66,185.42,174,LM,Right,700000.0,2000,79.0,65.0,50.0,66.0,65.0,64.0
8859,Aridai,RCD Mallorca,Spain,29,66,167.64000000000001,132,RM,Right,625000.0,3000,81.0,61.0,54.0,65.0,70.0,58.0
8860,C. Lenz,1. FC Union Berlin,Germany,23,66,180.34,174,LB,Left,750000.0,7000,67.0,35.0,39.0,64.0,63.0,64.0
8861,Sun Jie,Changchun Yatai FC,China PR,26,66,190.5,194,LCB,Right,700000.0,3000,58.0,27.0,33.0,53.0,67.0,86.0
8862,B. Rovira,Atlético Bucaramanga,Colombia,21,66,177.8,172,RDM,Right,1100000.0,1000,64.0,58.0,62.0,64.0,56.0,72.0
8863,R. Pirrello,Palermo,Italy,22,66,190.5,168,CB,Right,900000.0,1000,57.0,37.0,44.0,50.0,47.0,78.0
8864,G. Vlijter,Fortuna Sittard,Suriname,21,66,177.8,159,LW,Left,900000.0,2000,84.0,62.0,58.0,65.0,67.0,66.0
8865,Álex Díez,Extremadura UD,Spain,22,66,172.72,141,RB,Right,850000.0,2000,70.0,30.0,48.0,64.0,67.0,46.0
8866,N. Dumitru,Gimnàstic de Tarragona,Italy,26,66,182.88,170,LM,Right,700000.0,3000,80.0,63.0,60.0,65.0,62.0,67.0
8867,K. Al Ghamdi,Al Nassr,Saudi Arabia,30,66,167.64000000000001,137,RB,Right,475000.0,10000,85.0,27.0,58.0,64.0,62.0,66.0
8868,M. Boyle,Hibernian,Australia,25,66,177.8,154,RM,Right,800000.0,2000,93.0,62.0,58.0,66.0,65.0,60.0
8869,D. Saddiki,Willem II,Netherlands,21,66,177.8,170,CDM,Right,775000.0,2000,55.0,50.0,60.0,62.0,61.0,62.0
8870,S. Franklin,Vancouver Whitecaps FC,United States,33,66,177.8,161,RB,Right,250000.0,2000,72.0,50.0,55.0,59.0,63.0,69.0
8871,S. Ingelsson,Udinese,Sweden,20,66,187.96,183,CM,Left,1100000.0,6000,66.0,50.0,62.0,74.0,68.0,71.0
8872,Josimar Feijoo,Chapecoense,Brazil,26,66,172.72,157,CDM,Right,550000.0,5000,72.0,44.0,42.0,56.0,48.0,71.0
8873,S. Diaz,Audax Italiano,Chile,22,66,175.26,172,CDM,Left,825000.0,1000,65.0,41.0,51.0,61.0,48.0,72.0
8874,Manu Vallejo,Cádiz CF,Spain,21,66,167.64000000000001,137,LM,Right,1400000.0,2000,69.0,71.0,68.0,70.0,73.0,56.0
8875,Lee Sang Ho,FC Seoul,Korea Republic,31,66,172.72,143,CM,Right,550000.0,3000,81.0,64.0,66.0,60.0,64.0,62.0
8876,F. Kurto,Wellington Phoenix,Poland,27,66,190.5,203,GK,Right,525000.0,1000,59.0,13.0,24.0,25.0,14.0,67.0
8877,A. Witry,Ranheim Fotball,Norway,22,66,177.8,168,RB,Right,725000.0,1000,76.0,27.0,49.0,58.0,61.0,60.0
8878,L. Varney,Cheltenham Town,England,35,66,180.34,154,LS,Right,300000.0,3000,70.0,64.0,57.0,62.0,60.0,70.0
8879,Valverde,Extremadura UD,Spain,33,66,175.26,148,RM,Right,400000.0,2000,79.0,60.0,50.0,65.0,67.0,39.0
8880,H. Taniguchi,Sagan Tosu,Japan,33,66,182.88,161,CB,Right,260000.0,2000,55.0,62.0,65.0,69.0,62.0,70.0
8881,J. Blåbjerg,Aalborg BK,Denmark,23,66,180.34,165,CB,Left,750000.0,4000,72.0,41.0,33.0,61.0,58.0,69.0
8882,J. Emmanuel,Shrewsbury,England,20,66,180.34,154,RB,Right,825000.0,2000,77.0,30.0,59.0,63.0,65.0,79.0
8883,N. Gauna,Curicó Unido,Argentina,26,66,172.72,154,LM,Left,750000.0,2000,71.0,65.0,58.0,67.0,72.0,54.0
8884,P. Kovář,SK Slavia Praha,Czech Republic,32,66,187.96,196,GK,Right,375000.0,1000,32.0,12.0,40.0,22.0,14.0,49.0
8885,F. Holst,IF Elfsborg,Denmark,23,66,175.26,157,RB,Right,725000.0,2000,81.0,44.0,56.0,64.0,60.0,57.0
8886,B. Barker,Preston North End,England,21,66,180.34,148,LM,Right,925000.0,3000,92.0,60.0,58.0,65.0,66.0,59.0
8887,L. Trotter,AFC Wimbledon,England,29,66,187.96,170,LCM,Right,625000.0,3000,64.0,62.0,67.0,66.0,65.0,79.0
8888,F. Narsingh,De Graafschap,Netherlands,30,66,175.26,165,RM,Right,600000.0,3000,84.0,47.0,68.0,67.0,71.0,56.0
8889,D. Gustavsson,IF Elfsborg,Sweden,27,66,177.8,161,LM,Right,675000.0,2000,90.0,61.0,50.0,63.0,70.0,60.0
8890,C. Dajome,América de Cali,Colombia,24,66,172.72,152,LS,Right,850000.0,1000,76.0,66.0,63.0,64.0,69.0,63.0
